"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBaths","Remod","HAge","NewH","TotalSqFt","TotalPorchSF","Id"
"823","2 story 1946 & newer","RL",56,12394,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,4,1,0,1,0,847,847,"GasA",5,1,"SBrkr",847,886,0,1733,0,0,2,1,3,1,4,7,7,1,4,"BuiltIn",2003,3,2,433,3,3,2,100,48,0,0,0,0,0,"None","None",0,"10","2007","WD","Family",225000,2.5,0,4,0,2580,48,823
"824","1.5 story fin all ages","RL",60,9900,1,"None",3,"Lvl","Inside",2,"SWISU","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,778,778,"GasA",3,1,"SBrkr",944,545,0,1489,0,0,2,0,3,1,3,7,7,1,4,"Detchd",1940,1,1,240,3,3,2,335,0,0,0,0,0,0,"GdWo","None",0,"7","2009","WD","Normal",139500,2,1,59,0,2267,0,824
"825","1 story 1946 & newer","FV",81,11216,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,4,1,1,0,1,0,1489,1489,"GasA",5,1,"SBrkr",1489,0,0,1489,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2006,2,2,776,3,3,2,0,140,0,0,0,0,0,"None","None",0,"6","2006","New","Partial",232600,2,0,0,1,2978,140,825
"826","1 story 1946 & newer","RL",114,14803,1,"None",3,"Lvl","Inside",2,"NridgHt","PosN","PosN","1Fam","1Story",10,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd",1,816,5,3,"PConc",5,3,3,6,1636,1,0,442,2078,"GasA",5,1,"SBrkr",2084,0,0,2084,1,0,2,0,2,1,5,7,7,1,4,"Attchd",2007,3,3,1220,3,3,2,188,45,0,0,0,0,0,"None","None",0,"6","2008","New","Partial",385000,3,1,0,0,4162,45,826
"827","1.5 story unf all ages","RM",50,6130,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,5,784,1,0,0,784,"GasA",4,1,"SBrkr",784,0,0,784,1,0,1,0,2,1,4,5,7,0,0,"No Garage",1924,0,0,0,0,0,2,0,0,116,0,0,0,0,"None","None",0,"5","2008","WD","Normal",109500,2,1,58,0,1568,116,827
"828","1 story 1946 & newer","RL",65,8529,1,"None",2,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,20,1,0,1434,1454,"GasA",5,1,"SBrkr",1434,0,0,1434,0,0,2,0,3,1,4,6,7,1,3,"Attchd",2001,2,2,527,3,3,2,290,39,0,0,0,0,0,"None","None",0,"4","2009","WD","Normal",189000,2,0,8,0,2888,39,828
"829","2 story 1946 & newer","RL",65,28698,1,"None",1,"Low","CulDSac",0,"ClearCr","Norm","Norm","1Fam","2Story",5,5,1967,1967,"Flat","Tar&Grv","Plywood","Plywood",0,0,3,3,"PConc",3,4,4,2,249,5,764,0,1013,"GasA",3,1,"SBrkr",1160,966,0,2126,0,1,2,1,3,1,3,7,5,0,0,"Attchd",1967,3,2,538,3,3,2,486,0,0,0,225,0,0,"None","None",0,"6","2009","WD","Abnorml",185000,3,0,42,0,3139,225,829
"830","2 story PUD 1946 & newer","FV",24,2544,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,600,600,"GasA",5,1,"SBrkr",520,623,80,1223,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2005,2,2,480,3,3,2,0,166,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",147400,2.5,0,1,0,1823,166,830
"831","1 story 1946 & newer","RL",80,11900,1,"None",2,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg","HdBoard","HdBoard",1,387,3,3,"CBlock",3,3,1,3,1040,1,0,352,1392,"GasA",3,1,"FuseA",1392,0,0,1392,1,0,1,1,3,1,3,6,7,2,4,"Attchd",1957,2,2,458,3,3,2,0,0,0,0,192,0,0,"None","None",0,"6","2008","WD","Normal",166000,2.5,0,51,0,2784,192,831
"832","2 story PUD 1946 & newer","FV",30,3180,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,600,600,"GasA",5,1,"SBrkr",520,600,80,1200,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2005,2,2,480,3,3,2,0,166,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",151000,2.5,0,1,0,1800,166,832
"833","2 story 1946 & newer","RL",44,9548,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,2003,"Gable","CompShg","VinylSd","VinylSd",1,223,4,3,"PConc",4,3,1,6,483,1,0,458,941,"GasA",5,1,"SBrkr",941,888,0,1829,1,0,2,1,3,1,4,7,7,1,3,"Attchd",2003,2,2,613,3,3,2,192,39,0,0,0,0,0,"None","None",0,"1","2010","WD","Normal",237000,3.5,0,7,0,2770,39,833
"834","1 story 1946 & newer","RL",100,10004,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Gable","CompShg","HdBoard","Plywood",1,180,3,3,"CBlock",3,3,1,3,196,4,345,975,1516,"GasA",3,1,"SBrkr",1516,0,0,1516,0,0,1,1,3,1,3,6,7,0,0,"Attchd",1964,2,2,472,3,3,2,0,0,0,0,152,0,0,"None","None",0,"2","2009","WD","Normal",167000,1.5,0,45,0,3032,152,834
"835","1 story 1946 & newer","RL",75,7875,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","VinylSd","VinylSd",1,136,3,3,"CBlock",3,3,1,3,572,1,0,572,1144,"GasA",4,1,"SBrkr",1144,0,0,1144,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1961,1,2,456,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"9","2008","WD","Normal",139950,2,0,47,0,2288,0,835
"836","1 story 1946 & newer","RL",60,9600,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",4,7,1950,1995,"Gable","CompShg","VinylSd","HdBoard",0,0,3,3,"CBlock",4,3,1,4,442,1,0,625,1067,"GasA",3,1,"SBrkr",1067,0,0,1067,0,0,2,0,2,1,4,4,5,0,0,"Attchd",1996,1,2,436,3,3,2,290,0,0,0,0,0,0,"None","None",0,"2","2010","WD","Normal",128000,2,1,15,0,2134,0,836
"837","1 story 1945 & older","RM",90,8100,1,"Pave",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,6,1948,1973,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"BrkTil",3,3,1,3,338,1,0,1221,1559,"GasA",4,1,"SBrkr",1559,0,0,1559,1,0,1,0,2,1,3,5,5,0,0,"Detchd",1948,1,2,812,3,3,2,0,116,230,0,0,0,0,"GdWo","None",0,"6","2007","COD","Normal",153500,2,1,34,0,3118,346,837
"838","2 story PUD 1946 & newer","RM",21,1680,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard",1,158,3,3,"CBlock",3,3,1,4,330,1,0,153,483,"GasA",3,1,"SBrkr",483,504,0,987,1,0,1,1,2,1,3,5,7,0,0,"Detchd",1973,1,1,264,3,3,2,0,0,0,0,0,0,0,"None","None",0,"11","2008","WD","Normal",100000,2.5,0,35,0,1470,0,838
"839","1 story 1946 & newer","RL",75,9525,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,1099,1099,"GasA",5,1,"SBrkr",1099,0,0,1099,0,0,1,1,3,1,4,6,7,0,0,"Attchd",1999,1,1,352,3,3,2,278,0,0,0,0,0,0,"None","None",0,"6","2008","WD","Normal",144000,1.5,1,2,0,2198,0,839
"840","1.5 story fin all ages","RL",70,11767,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,4,352,1,0,416,768,"GasA",5,1,"SBrkr",768,432,0,1200,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1946,1,1,240,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",130500,1,1,13,0,1968,0,840
"841","2 story 1945 & older","RH",63,12155,1,"None",2,"Lvl","Inside",2,"SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,4,156,1,0,516,672,"GasA",3,0,"SBrkr",810,672,0,1482,0,0,2,0,4,1,2,7,7,0,0,"Detchd",1934,1,1,400,3,3,1,0,0,254,0,0,0,0,"None","None",0,"3","2008","WD","Normal",140000,2,1,58,0,2154,254,841
"842","2 story 1945 & older","RM",60,10440,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"PConc",3,3,1,1,0,1,0,650,650,"GasA",4,1,"SBrkr",958,581,0,1539,0,0,2,0,3,1,4,8,7,1,1,"Detchd",1983,1,2,686,4,3,1,70,78,68,0,0,0,0,"None","None",0,"6","2008","WD","Normal",157500,2,1,6,0,2189,146,842
"843","split/multi level","RL",82,9020,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard",1,183,3,3,"CBlock",3,3,4,3,312,5,539,276,1127,"GasA",3,1,"SBrkr",1165,0,0,1165,1,0,1,1,3,1,3,6,7,0,0,"Attchd",1966,2,2,490,4,4,2,0,129,0,0,0,0,0,"GdPrv","None",0,"5","2008","WD","Normal",174900,2.5,0,42,0,2292,129,843
"844","duplex all style/age","RL",80,8000,1,"None",3,"Lvl","Corner",2,"NAmes","Artery","Norm","Duplex","1Story",5,4,1961,1961,"Gable","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,3,1,1,0,1,0,1800,1800,"GasA",5,0,"SBrkr",1800,0,0,1800,0,0,2,0,6,2,3,10,7,0,0,"No Garage",1961,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",141000,2,0,46,0,3600,0,844
"845","1.5 story fin all ages","RM",100,12665,1,"Grvl",2,"Lvl","Inside",2,"OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,2,1,0,1,0,876,876,"GasA",4,1,"SBrkr",876,540,0,1416,0,0,1,1,4,1,3,7,7,1,4,"Detchd",1949,1,3,720,3,3,2,418,0,194,0,0,0,0,"None","None",0,"6","2008","WD","Normal",153900,1.5,1,58,0,2292,194,845
"846","split foyer","RL",38,16647,1,"None",2,"Lvl","CulDSac",2,"Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975,1981,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",4,3,4,5,1390,1,0,0,1390,"GasA",3,1,"SBrkr",1701,0,0,1701,1,0,2,0,3,1,3,6,5,2,3,"Basment",1975,3,2,611,3,3,2,0,0,0,0,0,0,0,"None","None",0,"1","2007","WD","Normal",171000,3,1,26,0,3091,0,846
"847","2 story 1946 & newer","RL",75,9317,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard",1,137,4,3,"PConc",4,3,1,5,513,1,0,227,740,"GasA",5,1,"SBrkr",1006,769,0,1775,1,0,2,1,3,1,4,7,7,1,3,"Attchd",1993,1,2,425,3,3,2,234,72,192,0,0,0,0,"None","None",0,"7","2009","WD","Normal",213000,3.5,0,16,0,2515,264,847
"848","1 story 1946 & newer","RL",36,15523,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg","HdBoard","Plywood",0,0,3,3,"CBlock",3,3,3,4,460,1,0,404,864,"GasA",5,1,"SBrkr",864,0,0,864,1,0,1,0,3,1,3,5,7,1,2,"Attchd",1972,1,1,338,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2009","WD","Normal",133500,2,0,37,0,1728,0,848
"849","1.5 story fin all ages","RL",75,45600,1,"None",1,"Bnk","Inside",2,"ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,907,907,"GasA",3,1,"SBrkr",1307,1051,0,2358,0,0,3,0,5,1,3,10,7,1,4,"Detchd",1908,1,2,360,2,3,2,486,40,0,0,175,0,0,"None","None",0,"9","2008","WD","Normal",240000,3,1,11,0,3265,215,849
"850","split/multi level","RL",80,9600,1,"None",3,"Lvl","FR2",2,"Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976,1994,"Hip","CompShg","Plywood","Plywood",1,360,4,4,"CBlock",3,3,1,1,0,1,0,528,528,"GasA",5,1,"SBrkr",1094,761,0,1855,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1976,2,2,512,3,3,2,113,100,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",187000,2.5,1,13,0,2383,100,850
"851","1 story PUD 1946 & newer","RM",36,4435,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",1,170,4,3,"PConc",4,3,3,6,659,1,0,189,848,"GasA",5,1,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,3,7,0,0,"Attchd",2003,3,2,420,3,3,2,140,0,0,0,0,0,0,"None","None",0,"11","2007","WD","Normal",131500,2,0,4,0,1696,0,851
"852","1 story PUD 1946 & newer","RL",64,3196,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",1,40,4,3,"PConc",4,3,4,1,0,1,0,1273,1273,"GasA",5,1,"SBrkr",1456,0,0,1456,0,0,2,0,2,1,4,7,7,1,3,"Attchd",2003,3,2,400,3,3,2,143,20,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",215000,2,0,3,0,2729,20,852
"853","2.5 story all ages","RL",53,7128,1,"None",3,"Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"CBlock",3,3,1,3,364,1,0,554,918,"GasA",4,1,"SBrkr",918,728,0,1646,0,0,2,0,4,1,3,7,7,2,4,"Detchd",1941,1,1,240,3,3,2,0,0,0,0,126,0,0,"MnPrv","None",0,"8","2007","WD","Normal",164000,2,1,57,0,2564,126,853
"854","split/multi level","RL",105,12095,1,"None",2,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","CompShg","MetalSd","HdBoard",1,115,3,4,"CBlock",3,3,4,3,564,1,0,563,1127,"GasA",3,1,"SBrkr",1445,0,0,1445,0,0,1,1,3,1,3,7,7,1,2,"Attchd",1964,2,2,645,3,3,2,180,0,0,0,0,0,0,"MnPrv","None",0,"8","2009","WD","Normal",158000,1.5,0,45,0,2572,0,854
"855","1 story 1946 & newer","RL",102,17920,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,4,1955,1974,"Hip","CompShg","Wd Sdng","Plywood",0,0,3,3,"CBlock",3,3,2,5,306,3,1085,372,1763,"GasA",3,1,"SBrkr",1779,0,0,1779,1,0,1,1,3,1,3,6,7,1,4,"Attchd",1955,1,2,454,3,3,2,0,418,0,0,312,0,0,"None","None",0,"7","2006","WD","Abnorml",170000,2.5,1,32,0,3542,730,855
"856","1 story 1946 & newer","RL",117,6897,1,"None",2,"Lvl","Corner",2,"Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg","HdBoard","HdBoard",0,0,3,4,"CBlock",3,3,1,5,659,1,0,381,1040,"GasA",5,1,"SBrkr",1040,0,0,1040,1,0,1,1,3,1,3,6,7,0,0,"Detchd",1962,1,1,260,3,3,2,0,104,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",127000,2.5,1,0,0,2080,104,856
"857","split/multi level","RL",110,10970,1,"None",2,"Low","Inside",1,"CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","Plywood","HdBoard",0,0,3,3,"CBlock",4,4,4,6,505,2,435,0,940,"GasA",3,1,"SBrkr",1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,0,"Detchd",1981,1,2,576,3,2,2,0,0,34,0,0,0,0,"MnPrv","None",0,"10","2008","WD","Normal",147000,2,0,30,0,1966,34,857
"858","2 story 1946 & newer","RL",65,8125,1,"None",3,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"PConc",4,3,1,1,0,1,0,702,702,"GasA",4,1,"SBrkr",702,779,0,1481,0,0,2,1,3,1,3,6,7,1,3,"Attchd",1994,3,2,343,3,3,2,0,36,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",174000,2.5,1,14,0,2183,36,858
"859","1 story 1946 & newer","RL",80,10400,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard",1,189,3,3,"CBlock",4,3,1,1,0,1,0,1090,1090,"GasA",3,1,"SBrkr",1370,0,0,1370,0,0,2,0,3,1,3,6,7,1,3,"Attchd",1976,2,2,479,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"6","2009","WD","Family",152000,2,0,33,0,2460,0,859
"860","2 story 1946 & newer","RL",86,11029,1,"None",2,"Lvl","Corner",2,"NWAmes","PosA","Norm","1Fam","2Story",6,7,1968,1984,"Gable","CompShg","HdBoard","HdBoard",1,220,3,3,"CBlock",3,3,2,4,619,1,0,435,1054,"GasA",3,1,"SBrkr",1512,1142,0,2654,1,0,2,1,4,1,4,9,7,1,4,"Attchd",1968,1,2,619,3,3,2,0,65,0,0,222,0,0,"None","None",0,"8","2006","WD","Normal",250000,3.5,1,22,0,3708,287,860
"861","1.5 story fin all ages","RL",55,7642,1,"None",3,"Lvl","Corner",2,"Crawfor","Norm","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,4,3,"BrkTil",3,3,1,1,0,1,0,912,912,"GasA",4,1,"SBrkr",912,514,0,1426,0,0,1,1,3,1,4,7,7,1,4,"Detchd",1925,1,1,216,3,3,2,0,240,0,0,0,0,0,"GdPrv","None",0,"6","2007","WD","Normal",189950,1.5,1,9,0,2338,240,861
"862","2 family conversion-all styles/ages","RL",75,11625,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg","Plywood","HdBoard",0,0,3,3,"PConc",3,3,2,4,841,1,0,198,1039,"GasA",5,1,"SBrkr",1039,0,0,1039,1,0,1,1,3,1,3,6,7,0,0,"Attchd",1965,1,2,504,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",131500,2.5,0,45,0,2078,0,862
"863","1 story 1946 & newer","RL",81,9672,1,"None",3,"Lvl","Corner",2,"SawyerW","Norm","Norm","1Fam","1Story",6,5,1984,1985,"Hip","CompShg","HdBoard","Plywood",0,0,3,3,"PConc",4,3,1,6,338,1,0,702,1040,"GasA",3,1,"SBrkr",1097,0,0,1097,0,0,2,0,3,1,3,6,7,0,0,"Attchd",1986,1,2,480,3,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,"5","2010","WD","Normal",152000,2,1,25,0,2137,0,863
"864","1 story 1946 & newer","RL",70,7931,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","Plywood",0,0,3,3,"CBlock",3,3,1,4,1148,1,0,0,1148,"GasA",3,1,"SBrkr",1148,0,0,1148,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1959,1,1,672,3,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,"7","2009","WD","Normal",132500,2,0,50,0,2296,0,864
"865","1 story 1946 & newer","FV",72,8640,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",5,3,1,1,0,1,0,1372,1372,"GasA",5,1,"SBrkr",1372,0,0,1372,0,0,2,0,3,1,4,6,7,0,0,"Attchd",2008,3,2,529,3,3,2,0,140,0,0,0,0,0,"None","None",0,"5","2008","New","Partial",250580,2,1,0,0,2744,140,865
"866","1 story 1946 & newer","RL",69,8750,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1970,1970,"Gable","CompShg","MetalSd","MetalSd",1,76,3,3,"CBlock",3,3,1,4,828,1,0,174,1002,"GasA",3,1,"SBrkr",1002,0,0,1002,1,0,1,0,3,1,3,5,7,0,0,"Detchd",1973,1,2,902,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"8","2009","WD","Normal",148500,2,0,39,0,2004,0,866
"867","1 story 1946 & newer","RL",67,10656,1,"None",2,"HLS","Inside",2,"Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",2,274,4,3,"PConc",4,3,3,1,0,1,0,1638,1638,"GasA",5,1,"SBrkr",1646,0,0,1646,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2007,2,3,870,3,3,2,192,80,0,0,0,0,0,"None","None",0,"11","2007","New","Partial",248900,2,1,0,0,3284,80,867
"868","1 story 1946 & newer","RL",85,6970,1,"None",3,"Lvl","Corner",2,"Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,5,932,1,0,108,1040,"GasA",3,1,"SBrkr",1120,0,0,1120,1,0,1,1,3,1,2,5,7,0,0,"Attchd",1961,2,2,544,3,3,2,168,0,0,0,0,0,0,"None","Shed",400,"5","2007","WD","Normal",129000,2.5,0,46,0,2160,0,868
"869","2 story 1946 & newer","RL",84,14762,1,"None",1,"Lvl","Corner",2,"Gilbert","Feedr","Norm","1Fam","2Story",5,6,1948,1950,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",4,1,"SBrkr",1547,720,53,2320,0,0,2,0,2,1,3,7,7,1,3,"Attchd",1979,1,2,672,3,3,1,120,144,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",169000,2,1,56,0,2320,144,869
"870","2 story 1946 & newer","RL",80,9938,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","MetalSd","MetalSd",1,246,4,3,"PConc",4,3,1,6,750,1,0,300,1050,"GasA",5,1,"SBrkr",1062,887,0,1949,1,0,2,1,3,1,4,8,7,1,3,"Attchd",1993,3,2,574,3,3,2,156,90,0,0,0,0,0,"GdPrv","None",0,"6","2010","WD","Normal",236000,3.5,1,16,0,2999,90,870
"871","1 story 1946 & newer","RL",60,6600,1,"None",3,"Lvl","Inside",2,"NAmes","PosN","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,1,0,1,0,894,894,"GasA",4,0,"SBrkr",894,0,0,894,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1962,1,1,308,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2009","WD","Normal",109500,1,0,47,0,1788,0,871
"872","2 story 1946 & newer","RL",70,8750,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",1,116,3,3,"PConc",4,3,1,6,505,1,0,299,804,"GasA",5,1,"SBrkr",804,878,0,1682,0,0,2,1,3,1,4,7,7,0,0,"Attchd",1998,2,2,523,3,3,2,0,77,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",200500,2.5,0,12,0,2486,77,872
"873","1 story 1946 & newer","RL",74,8892,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1953,1996,"Gable","CompShg","WdShing","Wd Shng",0,0,4,3,"Stone",3,3,3,1,0,1,0,105,105,"GasA",4,1,"SBrkr",910,0,0,910,0,0,1,0,3,1,4,5,7,0,0,"Attchd",1953,1,2,414,3,3,2,196,0,150,0,0,0,0,"GdWo","None",0,"10","2008","WD","Normal",116000,1,1,12,0,1015,150,873
"874","1 story fin attic all ages","RL",60,12144,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1949,1950,"Gable","CompShg","HdBoard","HdBoard",0,0,4,3,"CBlock",3,3,1,3,375,1,0,457,832,"GasA",4,1,"SBrkr",1036,0,232,1268,0,0,1,0,3,1,3,6,7,1,4,"Attchd",1949,1,1,288,3,3,2,0,28,0,0,0,0,0,"None","Othr",0,"9","2009","WD","Normal",133000,1,1,59,0,2100,28,874
"875","1.5 story fin all ages","RM",52,5720,1,"None",3,"Lvl","Inside",2,"OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,1,0,1,0,676,676,"GasA",5,1,"SBrkr",676,455,0,1131,0,0,1,1,3,1,3,5,7,0,0,"Detchd",1941,1,1,200,3,3,2,26,0,0,0,0,0,0,"None","None",0,"8","2009","WD","Abnorml",66500,1.5,1,59,0,1807,0,875
